ID,LENGTHPLANTRANS,TIMELINETRANCONSCIENT ,TIMEMAJORCONSCIENT ,TIMEONLINECONSCIENT,FREQADVISTRANS ,HOMEWORKHOURS,FREQAPPOINTUTOR ,ASKHELP,CLASSATTENDANCE,EARLYREADINGMAG ,EARLYREADINGBOOKS ,EARLYREADINGBOOKMAG,EARLYREADINGINTERNET ,HS,GED ,CCDIRECT ,SELFASSESSCOMPUT ,CLASSDISCUSS_UNCOMFORT,FREQCLASSDISUSS ,CONFIDTHIRDFOURTH ,CONFIDTERMPAPER ,CONFIDRESEARCH ,CONFIDTESTPERFORM ,CONFIDORGAN ,CONFIDCLASSDISCUSS ,CAMPUSTIME ,CTIMESOCIALIZING ,CTIMEHW ,CTIMEXTRAC ,CTIMECOMPUTER,TRANSFERDESIRE,ACAD_ACTIVITIES_CLUBS,SOCCULTATTEND,CLOSESTFRBA1,CLOSESTFRBA2,CLOSESTFR3COLL1,CLOSESTFR3COLL2,CLOSESTFR3COLL3,CLOSESTFRBA4,CLOSESTFRBA5,COLLEGEFRIENDSPROP,FREQADVGOALADVISORS ,FREQADVGOALFAC ,FREQADVGOALMENT ,FREQADVGOALPAR ,FREQADVGOALSIB,FREQADVGOALCOLLFR,FREQADVGOALNCOLLFR,PRIADVGOALADVISORS ,PRIADVGOALFAC ,PRIADVGOALMENT ,PRIADVGOALPAR,PRIADVGOALSIB,PRIADVGOALCOLLFR ,PRIADVGOALNCOLLFR ,FREQADVCRSSELADVISORS  ,FREQADVCRSSELFAC ,FREQADVCRSSELMENT ,FREQADVCRSSELPAR ,FREQADVCRSSELSIB ,FREQADVCRSSELCOLLFR ,FREQADVCRSSELNCOLLFR ,PRIADVCRSSELADVISORS ,PRIADVCRSSELFAC ,PRIADVCRSSELMENT ,PRICRSSELPAR,PRICRSSELSIB,PRICRSSELCOLLFR ,PRICRSSELNCOLLFR ,PARTTIMERECENT,CHILDREN ,CHILDRENINTERF ,WORKHRS ,WORKINTERF ,FINANCECHALL ,INDEP ,MARITAL ,MOTHOCCUP,MOTHOCCUPCODE,FATHOCCUP,FATHOCCUPCODE,MOTHEDUC ,FATHEDUC ,MAXPAREDUC,SIB1EDUC ,SIB2EDUC ,SIB3EDUC ,NONNUCEDUC ,PARHOUSEOWNRENT,PARHOUSEOWN ,HSTRAVEL ,AGE ,GENDMALE ,RACE ,DISABILITY ,ENGHOME ,HOMELANG
43,3,4,5,4,1,3,4,5,1,0,6,6,2,In Africa,0,2,4,4,2,3,5,5,5,5,5,4,3,1,1,3,1,1,0,5,5,5,5,5,5,5,3,3,2,0,0,0,0,0,6,7,4,1,2,3,7,6,2,0,0,0,0,0,1,6,5,3,4,2,7,1,1,3,0,0,3,1,1,.,.,.,.,.,.,.,.,.,.,2,1,2,0,.,0,1,0,0,undisclosed
44,3,1,5,4,3,2,1,5,1,0,0,0,0,American School,0,1,2,3,1,2,5,6,6,7,3,4,1,2,4,2,3,0,0,1,5,3,5,5,5,5,2,0,0,0,0,0,3,0,4,4,4,1,1,1,4,0,0,0,2,2,2,0,.,.,.,.,.,.,.,1,0,.,.,.,.,0,0,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1,3,.,0,.
45,1,2,4,2,2,1,1,2,2,2,1,3,5,AHA,0,1,5,4,3,4,8,7,8,6,5,2,3,3,3,3,1,0,1,5,5,5,5,5,5,5,3,2,3,4,2,4,5,1,.,,.,.,.,.,.,2,1,3,2,1,20,1,1,3,4,2,5,7,6,0,0,1,0,1,3,0,2,.,.,.,.,12,15,15,.,.,.,3,1,2,1,.,.,1,0,1,.
46,2,2,3,3,1,3,1,1,2,0,0,0,0,St. Pius HS,0,1,2,3,2,3,10,10,10,10,10,1,2,3,3,3,1,0,0,5,5,5,5,5,5,5,4,0,0,0,0,0,0,0,1,2,1,1,1,2,1,1,1,1,1,1,28,1,2,3,3,4,3,2,1,0,0,0,1,1,3,1,0,.,.,.,.,.,14,14,.,.,.,3,1,2,0,.,.,4,0,1,.
47,3,1,2,1,1,3,2,3,2,1,1,2,0,Rio Grande HS,0,2,2,3,2,3,8,8,7,8,10,1,5,4,1,2,3,2,0,1,2,1.5,3,4.5,5,4,3,2,1,0,0,1,4,0,2,3,1,7,6,4,5,2,1,0,0,1,4,0,2,3,1,7,6,4,5,0,1,1,0,0,1,1,0,Social Security Disabled,.,Social Security Retired,.,12,10,12,12,.,.,2,1,2,0,30,.,4,0,1,.
48,1,1,3,2,3,2,3,5,1,1,2,3,2,West Mesa,0,1,2,4,3,2,4,4,4,10,10,3,5,1,5,1,2,3,0,3,2,2.5,0,0,0,0,4,0,3,0,3,3,3,0,1,5,5,5,5,5,5,0,3,0,0,0,0,0,3,1,1,1,3,2,7,1,0,0,2,2,1,0,0,Paralegal,.,Retired Military,.,14,14,14,16,.,.,4,1,2,1,.,.,4,0,1,.
49,1,3,2,2,2,3,1,4,2,0,2,2,7,Rio Grande HS,0,1,4,3,2,2,6,5,8,10,6,2,2,1,5,5,2,0,0,1,4,2.5,4,4,4,4,4,1,3,0,10,10,0,0,5,6,4,1,2,7,3,1,0,0,20,10,0,0,1,5,4,2,3,6,7,0,0,0,2,2,2,0,0,NA,.,Car Salesman,.,12,10,12,12,12,12,1,1,2,0,18,0,4,0,1,.
50,3,1,2,1,1,2,1,4,1,2,0,2,3,Los Lunas HS,0,1,3,3,2,3,6,7,6,8,9,5,3,1,4,2,2,0,0,4,3,3.5,2,3,5,1,3,0,0,10,40,0,10,2,7,5,3,1,4,2,6,1,0,0,10,2,0,0,6,5,3,1,2,4,7,0,0,0,1,2,2,1,0,Business,.,Business,.,12,5,12,0,0,0,3,0,1,1,18,.,3,0,1,.
51,3,3,3,2,1,1,1,2,1,0,0,0,3,West Mesa,0,1,3,1,3,3,7,6,3,8,10,1,2,5,5,5,3,0,0,2,1,1.5,2,5,5,5,4,2,0,0,20,20,20,0,2,7,1,4,3,3,3,1,0,0,20,20,20,20,7,7,5,7,7,1,1,0,0,0,0,0,2,0,0,.,.,.,.,. ,.,.,.,.,.,1,1,2,1,18,0,4,0,0,Spanish
52,1,2,4,1,1,2,4,5,2,4,4,8,0,Bernalillo HS,0,1,5,4,2,3,9,9,8,10,10,2,5,3,3,3,1,0,0,2,2,2,5,5,5,5,4,3,0,0,0,0,0,0,1,0,0,1,1,0,0,3,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,3,0,0,2,1,2,.,.,.,.,14,12,14,12,.,.,1,1,2,1,22,.,4,0,1,.
53,1,2,5,2,1,3,1,3,1,0,10,10,10,Public Academy for Performing Arts,0,1,4,2,1,4,10,10,2,9,5,3,3,1,2,5,3,0,1,1,1,1,5,2.5,5,0,4,2,0,0,10,3,3,0,2,7,7,1,2,3,6,2,0,0,0,0,5,0,1,7,7,3,3,2,7,0,0,0,0,0,4,0,0,Center Director Secritary,.,NA,.,16,13,16,.,.,.,1,1,2,1,21,.,4,0,1,.
54,1,2,4,1,1,2,1,1,1,0,6,6,10,Highland HS,0,1,4,3,1,3,7,7,7,8,8,3,1,3,5,3,2,0,0,1,2,1.5,3,4.5,4,5,4,3,0,0,3,,3,3,6,7,5,1,2,4,3,1,0,5,10,10,7,8,1,3,2,5,6,4,7,1,0,0,0,0,3,1,0,NA,.,NA,.,0,10,10,.,.,.,1,0,0,0,18,.,4,0,1,.
55,3,2,4,1,1,3,1,2,2,1,2,3,0,Santa Fe Indian School,0,1,3,3,2,2,8,9,8,9,8,2,3,1,5,6,3,0,0,2,3,2.5,1,4.5,4,5,0,0,0,0,0,1,0,0,2,6,1,4,3,5,7,1,0,1,1,1,0,0,1,3,3,4,2,6,7,0,0,0,0,0,4,1,2,.,.,.,.,12,12,12,14,14,.,1,0,0,0,28,0,5,0,0,Keres
56,1,2,2,1,2,1,1,1,1,0,1,1,1,East Mountain HS,0,1,4,3,1,4,10,8,8,8,6,1,4,2,5,3,3,0,0,1,2,1.5,3,4.5,5,4,4,2,0,0,4,0,4,4,7,6,1,4,5,2,3,2,0,0,2,0,2,2,3,4,2,5,6,1,7,1,0,0,2,0,2,1,0,Executive Assistant,.,Cabinet Installer,.,12,12,12,.,.,.,4,1,2,1,21,.,3,0,1,.
57,1,2,4,2,1,2,1,3,1,4,2,6,7,Manzano High School,0,3,4,3,2,2,4,3,4,6,5,3,3,2,3,4,2,0,0,5,5,5,5,5,5,5,4,2,2,1,7,6,3,1,3,3,3,3,3,3,3,1,1,1,1,1,1,1,3,2,2,2,2,2,2,1,0,0,0,1,1,1,1,Teacher,.,Chemist,.,14,16,16,.,.,.,3,0,0,1,.,.,3,1,1,.
58,1,1,4,4,1,1,1,1,1,1,10,11,2,Manzano High School,0,2,3,3,3,3,5,4,8,10,9,1,1,5,3,4,2,0,2,1,5,3,5,5,5,5,3,0,0,0,20,0,20,0,2,1,3,3,7,4,6,0,0,0,0,0,0,0,7,7,7,7,7,7,7,0,0,0,1,1,2,0,0,NA,.,Manager RadioShack,.,6,16,16,.,.,.,1,1,2,2,.,1,4,0,1,
59,1,1,5,2,1,1,2,4,1,0,2,2,1,Valley HS,0,1,2,3,2,2,9,8,7,8,7,5,3,4,5,1,2,0,1,3,0,1.5,0,4,3,5,3,3,5,1,4,4,6,3,5,3,6,1,1,1,2,2,2,4,1,3,1,2,3,3,6,2,2,2,3,0,0,1,1,1,3,0,0,UNM Nurse Tech,.,Retired,.,.,.,.,.,.,.,2,0,0,0,21,.,3,1,1,Spanish
60,.,.,5,1,1,3,1,1,1,0,0,0,0,Los Lunas HS,0,1,5,1,3,4,8,8,10,10,9,5,2,1,4,3,1,3,5,1,2,1.5,5,5,5,5,4,0,0,0,2,2,0,0,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,16,16,16,16,16,,.,1,2,3,18,.,3,0,1,.
61,1,2,4,1,2,2,1,4,1,5,2,7,0,Volcano Vista HS,0,1,4,1,3,4,8,10,8,4,10,3,1,2,4,3,3,0,0,1,5,3,5,5,5,5,4,0,0,0,10,0,4,0,7,5,6,1,2,3,4,2,0,0,0,0,0,0,7,5,6,1,2,3,4,0,0,0,0,0,3,0,0,Educational Assistant,.,Accountant,.,12,16,16,12,12,12,1,1,2,2,20,.,3,1,1,.
62,1,1,2,1,1,2,1,1,2,1,3,4,4,Rio Grande HS,0,1,3,3,2,2,6,7,5,4,7,3,2,1,4,3,2,0,0,2,1,1.5,4,4,3,5,2,2,0,0,10,3,2,3,4,6,7,1,2,3,5,2,0,0,3,3,3,3,3,5,6,1,3,2,4,1,0,0,1,0,3,0,0,Stay at Home ,.,NA,.,12,.,12,12,12,.,1,1,2,1,18,.,2,0,1,.
63,1,3,5,3,1,1,1,1,1,3,3,6,0,Laguna-Acoma HS,0,1,2,2,1,3,0,0,0,5,0,1,5,2,5,5,2,0,0,3,1,2,2,4.5,4,5,3,0,0,0,3,3,3,3,5,6,7,1,2,3,4,0,0,0,1,2,3,4,1,7,6,2,4,3,5,0,0,0,0,0,3,0,0,Assistant to the Superintendent,.,Custodian,.,10,.,10,.,.,.,1,1,2,2,19,0,5,1,1,.
64,2,2,5,2,4,2,4,5,3,3,3,6,2,Rio Rancho HS,0,2,2,3,2,2,7,7,10,10,8,2,5,2,1,1,1,2,1,5,5,5,5,5,5,5,1,3,0,0,3,0,0,0,1,2,2,1,7,7,7,3,0,0,0,0,0,0,1,2,2,1,7,7,7,0,0,0,0,0,3,0,0,Health Surveyor,.,.,.,16,12,16,.,.,.,1,0,1,1,23,0,2,0,1,.
65,2,3,5,3,3,1,1,3,2,5,5,10,10,Trinity HS Euless TX,0,2,5,4,3,4,8,7,8,8,10,4,3,1,4,2,2,0,0,1,2,1.5,3,4.5,4,5,3,3,3,0,3,3,3,3,1,2,6,3,4,5,7,2,1,0,2,2,5,0,1,5,6,2,3,4,7,1,0,0,3,3,2,1,0,Homemaker,.,"Barber   retired, Vietnam Vet)",.,10,14,14,16,12,.,2,0,1,1,38,.,3,0,1,.
66,1,1,5,2,3,3,1,3,2,10,10,20,5,Valencia HS   Los Lunas,0,2,4,3,2,2,5,6,5,8,9,1,5,2,5,5,2,0,0,4,2,3,3,3,5,1,2,3,0,1,5,2,3,3,2,5,6,1,3,4,7,3,0,0,5,2,3,3,2,6,5,1,3,4,7,1,0,0,2,0,3,0,0,Cashier CC Schools,.,Forklift Operator,.,12,9,12,16,12,.,3,1,2,1,20,0,4,0,1,.
67,2,2,4,1,1,2,1,3,2,0,0,0,2,GED,1,1,4,4,3,3,8,10,8,7,9,1,5,1,5,5,2,0,0,1,5,3,2,5,5,5,1,3,0,0,10,10,0,3,6,5,4,1,2,3,1,3,0,0,10,10,0,0,6,5,4,1,2,3,7,1,1,3,3,2,4,1,0,Housekeeper,.,Cook,.,7,6,7,14,14,14,1,0,0,0,21,0,4,0,0,Spanish
68,2,1,3,1,1,3,3,4,2,0,0,0,0,GED West Mesa,1,3,4,4,3,4,7,6,7,9,10,4,5,1,5,5,3,0,0,5,4,4.5,2,2,1,3,0,1,0,0,1,3,1,0,2,3,1,5,4,6,7,3,2,1,1,2,1,0,2,3,1,5,4,6,7,0,1,3,0,0,2,1,2,HR employee Presbyterian,.,Baker Truck Driver,.,12,14,14,12,.,.,4,1,2,0,.,.,4,0,1,.
69,1,1,5,3,2,2,2,4,1,2,10,12,5,Public Academy for Performing Arts,0,1,5,3,2,3,8,7,5,7,8,2,3,1,4,2,2,0,0,1,4,2.5,2,4,5,3,3,1,2,0,5,3,0,0,3,2,4,1,5,6,7,1,1,0,4,0,0,0,1,2,3,4,7,5,6,1,0,0,0,0,3,1,0,Nurse,.,Nurse,.,16,16,16,.,.,.,4,1,2,2,25,.,3,1,1,.
70,2,1,4,1,1,2,1,2,1,0,0,0,4,GED West Mesa,1,3,4,3,1,1,5,7,2,9,9,0,4,4,4,4,3,0,0,5,1,3,1,1,1,1,2,2,0,0,1,0,1,0,1,2,1,2,2,2,7,0,0,0,1,1,1,0,1,2,1,2,2,2,7,0,0,0,0,0,3,0,0,Middle School Teacher,.,College Student,.,16,12,16,12,.,.,1,0,0,1,.,0,4,0,1,.
71,3,2,5,3,1,3,4,4,2,3,3,6,3,Albuquerque HS,0,2,5,3,1,2,7,8,6,10,8,0,2,3,5,2,3,0,0,5,5,5,5,5,5,5,3,3,0,0,0,3,0,0,1,6,2,5,4,4,7,3,0,3,0,0,0,0,1,3,2,4,6,5,7,0,0,0,0,0,3,0,0,NA ,.,Case Manager,.,.,14,14,14,.,.,3,1,2,1,20,.,4,0,1,.
72,2,3,5,4,2,2,3,1,1,2,2,4,5,Bataan Military Academy,0,1,3,3,2,4,10,10,9,10,10,2,2,1,3,4,2,0,1,1,2,1.5,3,4.5,4,5,2,0,0,0,0,0,0,3,1,2,4,3,5,6,7,2,3,1,6,4,5,7,2,1,3,4,7,5,6,1,0,0,2,2,2,1,0,Business Owner,.,Business Owner,.,12,12,12,12,.,.,3,1,2,2,.,.,4,0,1,.
73,1,1,4,3,3,2,1,4,1,0,0,0,0,Valley HS,0,1,3,3,2,3,8,8,7,9,8,2,4,1,3,2,1,0,0,5,1,3,5,5,5,5,2,1,1,1,1,1,1,1,1,2,1,2,3,4,5,1,1,1,1,1,1,1,1,1,1,1,3,1,1,0,1,3,0,0,3,0,0,.,.,.,.,12,10,12,.,.,.,1,1,2,0,20,0,4,0,1,.
74,1,2,5,1,2,2,1,1,2,0,5,5,0,Del Norte,0,1,4,3,2,3,5,7,7,8,8,3,4,2,5,1,3,0,0,1,3,2,2,4.5,4,5,4,3,0,0,0,3,3,3,1,4,3,2,5,6,7,1,0,0,0,1,0,0,1,5,3,2,4,6,7,0,0,0,3,1,3,0,0,Department of Energy,.,Children Youth and Family Department,.,14,14,14,.,.,.,1,0,0,1,19,0,4,0,1,.
75,2,1,5,2,2,2,2,3,1,0,0,0,3,.,.,2,4,3,2,3,0,0,10,0,0,2,5,5,1,5,1,0,0,5,5,5,1,5,5,5,3,0,0,0,3,3,0,0,5,5,5,1,5,5,5,0,0,0,3,0,0,0,5,5,5,1,1,5,5,1,0,2,0,1,3,0,0,.,.,Facilities,.,14,12,14,12,.,.,2,1,2,3,21,0,5,0,0,Kares
76,3,1,5,1,1,1,3,3,3,0,0,0,0,GED,1,2,2,4,3,1,3,1,5,9,8,0,1,5,5,1,3,0,0,1,5,3,5,5,5,5,2,1,0,0,10,4,1,1,4,7,7,1,1,3,7,1,0,0,5,3,1,1,1,7,2,1,2,2,7,0,0,0,1,3,3,1,0,NA,.,Foreman,.,14,6,14,12,.,.,3,0,0,3,19,.,3,0,1,.
77,3,1,2,1,2,2,1,3,3,0,0,0,0,Valley HS,0,1,4,3,2,2,9,8,10,7,8,2,3,2,5,3,3,0,1,2,5,3.5,2,5,5,5,4,3,0,0,0,0,0,0,2,6,3,1,4,5,7,0,0,3,0,0,0,0,7,2,3,4,5,6,7,0,0,0,3,2,2,1,0,No Employer,.,No Employer,.,10,10,10,12,.,.,1,0,0,1,21,.,4,0,0,Spanish
78,2,1,2,1,1,1,2,4,1,0,0,0,0,Rio Grande HS,0,1,3,3,2,2,5,5,7,7,10,2,1,2,3,4,3,0,0,4,1,2.5,2,4,3,5,2,1,1,1,5,2,1,1,5,6,7,1,2,3,4,1,0,0,0,0,0,0,4,6,7,1,2,3,5,0,0,1,2,0,2,0,0,Stay at Home ,.,Landscaper,.,12,8,12,.,.,.,1,1,2,1,20,,4,0,1,.
79,1,1,2,2,1,2,1,3,2,0,0,0,0,Atrisco Heritage Academy HS,0,1,2,2,1,2,5,5,5,10,2,2,1,2,5,2,3,0,0,5,5,5,5,5,5,5,4,1,0,0,1,1,1,0,1,1,1,1,1,1,7,1,0,0,0,0,0,0,1,1,1,2,2,2,7,0,0,1,2,2,2,0,0,.,.,.,.,.,.,.,.,.,.,1,1,2,1,18,0,4,0,0,Spanish
80,3,1,5,2,1,3,1,4,3,3,3,6,3,Francis Howell North,0,2,5,2,1,3,5,5,5,9,7,2,5,1,5,5,2,0,0,1,5,3,5,5,5,5,4,3,0,0,3,3,3,3,1,7,6,2,4,3,5,0,0,0,3,3,3,3,1,7,6,4,5,2,3,0,0,0,2,2,4,1,0,Retail Sales,.,Army,.,12,12,12,.,.,.,1,0,1,2,21,.,4,0,1,.
81,1,2,5,2,2,2,3,5,3,0,0,0,0,Manzano High School,0,1,4,2,1,2,9,8,6,10,5,3,5,1,3,4,2,0,0,5,4,4.5,4,3,4,2,4,2,0,0,2,0,2,2,1,1,1,2,2,1,2,1,2,1,1,2,1,2,1,1,1,2,2,1,2,1,0,0,2,2,3,0,0,Comfort Keepers,.,NA,.,10,.,10,.,.,.,1,0,0,2,20,,4,0,1,.
82,3,1,3,4,2,2,2,4,3,5,2,7,5,West Mesa,0,1,4,3,2,2,6,6,8,10,8,2,1,2,0,0,3,0,1,1,5,3,5,5,5,5,4,3,0,0,3,3,3,3,5,6,7,1,3,2,4,2,0,0,10,5,3,2,5,6,7,1,2,3,4,1,0,0,1,2,3,0,0,Special Education School Teacher,.,Not Employed,.,16,14,16,14,12,.,1,0,0,1,21,1,2,0,1,.
83,1,2,5,2,3,3,1,3,1,3,3,6,3,Valley HS,0,1,4,2,1,3,6,10,2,10,1,4,5,1,5,5,3,0,2,1,2,1.5,5,5,5,5,4,9,5,5,10,0,10,0,1,7,4,2,5,3,6,2,0,0,2,0,1,0,1,4,5,2,6,3,7,0,0,0,1,2,4,0,0,Secretary,.,NA,.,16,12,16,.,.,.,1,1,2,1,21,.,4,0,1,.
84,3,3,4,1,3,3,2,3,2,0,0,0,5,Atrisco Heritage Academy HS,0,1,3,3,3,2,6,6,6,10,4,2,3,1,4,5,2,0,1,1,5,3,5,5,5,5,4,3,3,0,3,5,5,0,1,2,3,4,5,6,7,1,2,3,4,5,6,7,1,2,3,4,5,6,7,1,0,1,1,1,2,1,0,.,.,.,.,8,6,8,,,,2,1,2,3,18,.,4,0,1,Spanish
85,3,4,5,4,4,3,3,3,1,2,1,3,3,Rio Rancho HS,0,1,5,4,2,2,2,5,7,10,10,2,3,3,3,3,2,0,1,1,1,1,1,1,1,1,3,3,2,0,4,5,10,0,4,6,3,1,2,3,7,1,1,1,1,1,1,1,3,4,6,1,2,5,7,1,0,0,0,0,3,1,0,Chef,.,Cop,.,12,12,12,16,.,.,1,1,2,3,18,.,4,0,1,.
86,3,3,2,4,2,2,1,4,3,0,0,0,0,South Valley Academy,0,1,3,3,2,1,10,10,10,10,10,2,2,4,1,5,1,0,0,3,1,2,2,4.5,4,5,4,2,2,0,10,5,0,0,3,4,5,1,2,6,7,0,0,0,5,0,0,0,7,7,7,1,2,7,7,0,1,1,0,0,4,0,0,.,.,.,.,12,12,12,.,.,.,1,0,0,1,19,0,4,0,1,.
87,1,1,5,1,2,3,1,1,2,1,4,5,5,Belen High School,0,1,3,3,2,3,3,3,6,8,8,2,4,1,5,1,2,0,0,1,2,1.5,1,1.5,1,2,3,2,2,0,3,3,0,0,1,2,1,1,1,2,7,1,0,0,3,3,3,0,1,1,2,2,2,7,7,1,1,2,0,0,2,1,0,NA,.,NA,.,12,16,16,14,14,.,1,0,0,1,18,0,4,0,1,.
88,2,2,1,2,2,3,2,1,3,0,0,0,0,Rio Rancho HS,0,1,2,4,2,1,3,3,3,3,3,0,3,3,3,3,1,5,0,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,3,1,0,.,.,.,.,.,.,.,.,.,.,4,1,2,0,19,1,5,0,1,.
89,3,4,4,3,3,2,3,3,1,0,0,0,0,Valley HS,0,1,5,4,2,3,5,8,8,8,5,4,5,1,1,5,1,3,3,5,1,3,5,5,5,5,2,3,0,0,3,0,3,0,5,1,5,5,5,5,1,0,3,0,3,0,0,3,1,7,7,1,7,1,7,1,0,1,2,1,2,1,0,.,.,.,.,.,12,12,.,.,.,3,1,2,1,.,1,2,0,1,.
90,3,1,1,1,1,0,2,1,3,3,3,6,3,Los Puentes Charter School,0,1,3,3,2,4,5,5,5,8,5,2,1,5,5,5,2,0,0,5,5,5,5,3,5,1,1,0,3,0,3,0,0,3,7,7,1,7,7,7,7,0,0,0,0,0,0,1,7,7,7,1,7,7,7,0,0,3,0,.,1,0,0,NA,.,NA,.,14,.,14,12,.,.,1,0,1,0,19,1,4,0,1,.
91,3,2,1,4,3,2,2,5,4,0,3,3,3,.,0,1,2,4,1,3,3,3,8,3,3,5,5,5,5,5,2,3,2,5,5,5,5,3,5,1,2,0,1,0,0,0,0,0,5,5,1,5,5,5,5,0,0,3,0,0,0,0,5,5,5,5,5,5,1,0,1,1,0,1,1,0,0,.,.,.,.,.,.,.,.,.,.,1,0,0,0, .,.,3,1,1,.
92,1,2,4,2,2,3,3,3,1,3,10,13,10,Highland HS,0,1,3,4,3,4,1,0,2,1,5,2,5,2,2,1,2,0,0,1,1,1,1,4,3,5,4,1,1,2,0,1,5,5,1,1,1,6,2,2,3,1,1,1,0,2,2,2,1,1,1,5,3,2,2,0,0,0,3,2,3,1,0,NA,.,NA,.,9,.,9,.,.,.,1,0,0,0,18,0,4,0,1,.
93,3,1,5,1,1,2,1,4,1,0,0,0,0,Albuquerque HS,0,1,3,2,1,3,3,5,5,6,5,0,5,1,5,2,2,0,0,1,5,3,5,5,5,5,4,1,0,0,2,0,0,0,1,2,2,1,7,7,7,1,0,0,1,0,0,0,1,2,1,2,7,7,7,0,0,0,0,0,2,0,0,.,.,.,.,12,12,12,12,.,.,3,0,1,2,18,0,4,0,1,.
94,1,3,2,4,2,1,1,3,2,0,10,10,6,Moriarty High School,0,1,4,3,2,1,8,6,9,7,5,3,2,1,4,3,3,1,1,1,2,1.5,3,4.5,5,4,3,3,0,0,10,5,7,3,4,6,7,1,2,3,5,2,0,0,6,1,3,1,3,6,7,1,2,4,5,0,0,0,1,1,1,0,0,Self Employed,.,Self-Employed,.,6,6,6,14,.,.,1,1,2,3,18,0,4,0,0,Spanish
95,3,1,2,3,3,1,2,4,2,0,2,2,0,Capital High School,0,2,4,2,2,2,3,3,3,3,3,5,5,5,5,5,2,0,0,5,.,5,.,.,.,.,4,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1,0,2,1,1,4,0,0,.,.,.,.,.,.,.,.,.,.,2,1,2,1,18,0,4,0,0,Spanish
96,2,1,2,4,1,2,1,3,2,0,2,2,0,Belen High School,0,1,5,3,1,2,.,.,.,.,.,4,.,.,.,.,2,3,2,.,.,.,.,.,.,.,4,.,.,.,.,.,.,.,2,1,2,2,1,2,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0,0,2,0,1,1,0,2,.,.,,.,.,.,.,.,.,.,4,0,1,0,18,1,4,1,0,Spanish
97,2,2,5,2,1,2,1,4,2,2,3,5,3,moved here as teen from Brazil  ,1,1,4,3,2,3,7,7,7,5,7,3,3,3,2,3,2,0,.,1,3,2,3,4.5,4,5,3,3,0,0,3,3,2,4,3,5,4,4,3,3,5,2,0,0,0,1,2,1,2,3,2,3,4,5,5,0,0,0,1,1,2,1,0,.,.,.,,12,12,12,.,.,.,1,1,2,1,22,0,3,0,0,Portugese
98,2,1,5,1,1,2,4,5,1,0,3,3,7,Sandia High School,0,1,1,1,1,2,5,5,4,7,5,0,3,3,3,3,3,0,0,1,5,3,2,3.5,3,4,3,0,0,0,0,0,0,0,6,5,5,7,7,6,5,3,20,0,20,5,20,5,6,5,5,7,7,6,5,1,0,0,0,0,2,0,0,.,.,.,.,10,16,16,12,.,.,2,1,2,1,21,.,3,1,1,.
99,3,1,2,1,1,2,1,1,3,20,20,40,3,Manzano High School,0,1,5,2,1,3,4,6,7,9,2,2,3,2,5,2,2,0,0,1,5,3,3,3.5,2,5,3,2,0,0,0,0,10,10,1,3,2,6,5,4,7,2,0,0,0,0,0,0,1,3,2,6,5,4,7,0,0,0,0,0,3,1,0,NA,.,NA,.,. ,. ,.,12,.,.,1,1,2,2,18,.,2,0,1,.
100,2,2,2,2,1,3,4,5,3,0,3,3,0,.,0,2,3,3,2,4,10,10,10,10,10,3,5,2,5,4,2,0,1,3,3,3,1,4,5,3,2,3,10,0,2,2,2,5,1,1,1,1,3,3,4,3,3,0,0,0,0,0,1,1,1,2,7,7,7,0,0,0,2,0,2,1,0,.,.,.,.,12,12,12,.,.,.,4,0,0,2,29,1,3,0,1,.
101,1,2,4,2,3,1,4,3,1,2,5,7,0,TVI   GED  ,1,2,4,3,2,2,8,9,7,9,10,2,4,1,2,3,2,1,1,1,3,2,2,4.5,4,5,3,3,2,0,0,0,5,0,4,1,2,6,5,3,7,2,0,0,0,0,3,0,3,4,1,7,7,2,7,0,0,0,3,3,4,1,0,None,.,Construction Equipment Manager,.,12,14,14,12,.,.,2,1,2,2,25,1,3,0,1,.
102,1,2,5,3,2,1,1,1,3,0,3,3,7,Highland HS,0,1,4,4,2,3,8,7,7,10,10,0,1,3,4,2,1,1,0,1,2,1.5,.,.,.,.,4,1,1,0,10,10,10,7,1,6,5,2,3,4,7,1,1,0,1,1,1,0,1,3,2,4,5,6,7,1,0,0,0,1,1,0,0,Health Care Rep ,.,Master Plumber,.,12,16,16,14,.,.,2,1,2,3,18,.,4,0,1,.
103,1,1,4,2,1,1,1,3,3,0,2,2,0,Albuquerque HS,0,2,5,1,2,2,3,3,10,10,3,2,5,1,5,5,3,0,0,2,3,2.5,4,3,5,1,0,0,0,0,0,20,0,0,4,5,3,2,1,4,7,6,5,4,2,1,3,7,5,4,6,2,1,3,7,0,0,0,0,0,3,0,1,.,.,.,.,12,8,12,.,.,.,4,0,0,0,19,0,4,0,1,.
