"Data Source","World Development Indicators",

"Last Updated Date","2018-07-25",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017",
"Djibouti","DJI","Individuals using the Internet (% of population)","IT.NET.USER.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","","","","0.0160308304932045","0.0311662407280434","0.0829414975916805","0.0946960039743184","0.10576190879093","0.194500528399956","0.343526262964202","0.48697170451894","0.625940229399888","0.781317175068661","0.953611449300569","1.27004115919322","1.62","2.26","4","6.5","7","8.26723289204519","9.5","10.71","11.9224314345","13.1349151074","",
"Dominica","DMA","Individuals using the Internet (% of population)","IT.NET.USER.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","","","","0.548762736535662","1.16551814566063","","2.92534519073251","2.93216437713498","8.81484419762881","13.2452280386761","18.4248927671241","23.6204198529629","30.3196130921568","38.5436432637571","39.39817430347","40.2744630071599","41.16","42.02","47.45","48.6","49.8","51","57.5","65","67.03","",
"Denmark","DNK","Individuals using the Internet (% of population)","IT.NET.USER.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.0972772676449777","0.19405651469066","0.386913951111101","0.578329975806529","1.34430774968452","3.82565642047484","5.71498784136337","11.3820049363755","22.6687461463132","30.5920406509143","39.1724308555053","42.9575247201878","64.25","76.26","80.93","82.74","86.65","85.03","85.02","86.84","88.72","89.8100133895232","92.2600117153012","94.6297","95.99","96.3305","96.9677852516645","",
"Dominican Republic","DOM","Individuals using the Internet (% of population)","IT.NET.USER.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","","","","0.0172336008439541","0.0749870526387339","0.142687565480216","0.233914189047576","1.10474387376368","3.70469235587688","4.42939069666645","6.8237257325842","7.89839293716387","8.8655534607044","11.4831977789344","14.8449283654589","17.66","20.82","27.72","31.4","38","42.32","45.9","49.58","54.2157663369785","61.3281904077621","",
"Algeria","DZA","Individuals using the Internet (% of population)","IT.NET.USER.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","","","0.000360673567987076","0.00176895401501439","0.00173853322594298","0.010268463150268","0.0202385545408469","0.199523842999477","0.491705679141589","0.646114016703792","1.59164126035832","2.19535973086144","4.63447508776537","5.84394209201256","7.37598495634886","9.45119062555304","10.18","11.23","12.5","14.9","18.2","22.5","29.5","38.2","42.9455268800332","",
"East Asia & Pacific (excluding high income)","EAP","Individuals using the Internet (% of population)","IT.NET.USER.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","","0.00115826385871354","0.00401767022658211","0.0130588936198696","0.0336517250672075","0.0941908497812217","0.323546445303302","0.853107467747169","1.89406231832422","2.77927971147999","4.40503563299295","5.76158476181823","6.88243522021629","8.31402719514866","10.168537203974","14.3788064079605","19.2584406085185","23.7663125363489","28.9574820384007","32.3822165385801","36.0611003033712","39.6964037227125","42.0464015786606","45.213080926807","48.4161275154768","",
"Early-demographic dividend","EAR","Individuals using the Internet (% of population)","IT.NET.USER.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.000245372990159277","","","","0.0150264209771897","0.0455873566957061","0.0807504574560363","0.163609505392336","0.344059406753302","0.613677299200415","1.23292008859259","1.68904538517417","2.83749768682384","3.40094540587531","4.20901432357468","4.88355331758856","5.76660326872184","7.33292182453187","8.49874324718543","9.69785764384365","12.8354250470902","15.4762500930907","18.1297456419876","20.968884101319","25.5160900112784","30.3236120180405","33.5956870150755","",
"East Asia & Pacific","EAS","Individuals using the Internet (% of population)","IT.NET.USER.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.00725636996182045","","","0.0795225145639485","0.11777377052564","0.210585202990148","0.467733835029376","1.08508451202992","1.88891675563074","3.42630999775513","5.62194343427003","7.29818963657424","9.04950831604658","10.6049402810579","12.6620157847369","14.7196417154215","16.669548067422","20.8154929914231","25.2995101051211","29.5535990899653","34.2697996825574","37.3984393438709","40.7375318363548","44.603836058529","46.8366418501962","49.8297462108206","52.932045318795","",
"Europe & Central Asia (excluding high income)","ECA","Individuals using the Internet (% of population)","IT.NET.USER.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","","0.00909400675457957","0.0374871266834739","0.0888167454807599","0.188341324814975","0.360875049444184","0.675521453404852","1.10323627343981","1.96855920057324","2.87540821312472","5.00690729257919","7.29168112466039","10.6954208362579","12.4163704572817","14.9578940838298","20.3173862143743","23.8289996753424","27.3983889077386","35.5751350029016","40.5178518380297","48.79947462429","52.7532547605849","56.8437708841667","60.0666238972853","62.349315599188","",
"Europe & Central Asia","ECS","Individuals using the Internet (% of population)","IT.NET.USER.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.0480492440070318","","0.26232390929718","0.317819655408405","0.564258173870848","1.02293709571416","1.84103642334043","3.3542494489491","5.42938449244216","9.22518628431964","13.1584001944966","16.3866757448439","23.0023040807327","28.3003467241485","32.2831278187646","35.146675579032","38.0153450373469","43.6161686680021","47.3184365064432","50.5406202463433","56.0940254829957","58.8102807631218","63.6031494060545","66.3236811592215","68.9972078865969","71.1323155131915","73.3545237279398","",
"Ecuador","ECU","Individuals using the Internet (% of population)","IT.NET.USER.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","0.00511803538907445","0.0164007512637462","0.034833586115011","0.043833641162384","0.086161275641811","0.110217959406047","0.125272771019497","0.823371634386107","1.46218853556457","2.67044367376705","4.26079691519764","4.46022834472698","4.83444263759525","5.99425516097331","7.2","10.8","18.8","24.6","29.03","31.3668083587433","35.1351464545516","40.279121941","45.5903906666095","48.9404337892669","54.0629247288864","",
"Egypt, Arab Rep.","EGY","Individuals using the Internet (% of population)","IT.NET.USER.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","","0.000975791364357015","0.00638326960356752","0.031319638236881","0.0614668989377844","0.0904802447092506","0.147987376854339","0.290445278316066","0.641265037504813","0.838945611477604","2.71999971465421","4.03788510706701","11.92","12.75","13.66","16.03","18.01","20","21.6","25.6","26.4","29.4","33.8946039115275","37.8193834276939","41.2480670885772","",
"Euro area","EMU","Individuals using the Internet (% of population)","IT.NET.USER.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.0724591233353121","0.169042182264902","0.325553983843647","0.469132169657161","0.846515015560712","1.6996575727025","2.87835329236624","5.0929677236743","7.99567774969012","15.1824381799001","22.4474959418463","27.2998757785841","35.0566518977866","41.9773718832128","47.3403241695123","51.1173386411729","54.8010347405135","61.2582556640111","64.7327043684622","67.0430159206977","70.9660047820635","71.9737843049421","74.0982022220353","75.8527695109777","77.1195896541016","78.7955364567301","80.5799712009104","",
"Eritrea","ERI","Individuals using the Internet (% of population)","IT.NET.USER.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","","0","0","0","0","0.00901771801235067","0.0087742362685396","0.0254950284694485","0.136711941104496","0.157815289303043","0.227090137626716","","","","","0.41","0.47","0.54","0.61","0.7","0.8","0.9","0.99","1.083733115675","1.177118720157","",
"Spain","ESP","Individuals using the Internet (% of population)","IT.NET.USER.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.0128735644495179","0.0256861938249363","0.0768454531634007","0.127689667934336","0.280069738383293","0.380800727969136","1.33184740350778","2.8033196254371","4.36189239380101","7.08503967835022","13.6249608089899","18.1487226902932","20.39","39.93","44.01","47.88","50.37","55.11","59.6","62.4","65.8","67.0899993926581","69.8099999420024","71.635","76.19","78.6896","80.5613329432179","",
"Estonia","EST","Individuals using the Internet (% of population)","IT.NET.USER.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","0.065484797049517","0.300711282420017","1.15975091279219","2.77896848858157","3.52511112912835","5.70627654756003","10.7960348323268","14.5008972430169","28.5769538105646","31.5274897673756","41.52","45.32","53.2","61.45","63.51","66.19","70.58","72.5","74.1","76.5","78.3899259259259","80.0043","84.2415280294352","88.4118116023915","87.2373320920335","",
"Ethiopia","ETH","Individuals using the Internet (% of population)","IT.NET.USER.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","","","","1.75491225386083E-05","0.0017034482886673","0.00496672048936104","0.00966351744980805","0.0125415989159042","0.0152637672082567","0.0371623810686744","0.0724022618698295","0.105811658802603","0.155334520794722","0.219659818999505","0.310592656856176","0.37","0.45","0.54","0.75","1.1","2.9","4.6","7.7","13.8551755555556","15.3669238595896","",
"European Union","EUU","Individuals using the Internet (% of population)","IT.NET.USER.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.0691553312165577","0.171510768259371","0.309923095503135","0.433610348216329","0.826471445089282","1.58002451602003","2.80377017681879","5.11075686686991","8.40919925658238","14.5487802788966","20.5126816667948","25.2754236381034","35.0692535276792","41.7717081703458","46.7717826220417","50.9245603455364","54.5192847997557","60.2946655247977","64.2176431307033","67.2779882804814","70.7131503199904","71.6302500796417","73.834140091264","75.6867709975266","77.3122650934853","78.6361720478986","80.9424276584966","",
"Fragile and conflict affected situations","FCS","Individuals using the Internet (% of population)","IT.NET.USER.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","","","","","","","0.0754383304885592","0.1311775400373","0.263867956193883","0.25635456960154","0.533190130641847","0.763397767473364","1.07558945624249","1.49887522754834","1.91245021480113","2.98272266331529","3.02823889946983","3.9191458585685","6.04809452136397","6.88377784731578","8.48173755400223","10.307892584972","12.4053529861848","15.4698080114296","17.4135600921359","",
"Finland","FIN","Individuals using the Internet (% of population)","IT.NET.USER.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.401087669542265","1.39743933216774","1.88687977020585","2.56846134939847","4.91509855362412","13.900303888052","16.7800752605887","19.4586827950608","25.4525249254189","32.2950922889897","37.2484617371121","43.1053633522263","62.43","69.22","72.39","74.48","79.66","80.78","83.67","82.49","86.89","88.70999491353","89.879997974222","91.5144","86.5303927529377","86.4221333325445","87.7036499599455","",
"Fiji","FJI","Individuals using the Internet (% of population)","IT.NET.USER.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","","0.00667844744796488","0.00790739908511393","0.00911534294524544","0.0644371415684","0.223454841691821","0.633167865464492","0.942462062760434","1.4968547339902","1.8579785936093","6.15264970011985","6.72543473821551","7.4129434854202","8.45363663371359","9.6000384001536","10.8978310454645","13","17","20","28","33.7423567521104","35.2","37.4","42.5","46.5069783122217","",
"France","FRA","Individuals using the Internet (% of population)","IT.NET.USER.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.0527778615870672","0.140113895433035","0.279049463348641","0.590619383415946","0.899867425301053","1.63794724451239","2.58403397908468","4.25500387171107","6.31977872175207","9.12531788860536","14.3079239430677","26.3259035521688","30.18","36.14","39.15","42.87","46.87","66.09","70.68","71.58","77.28","77.8199989926706","81.44","81.9198","83.75","84.6945","85.6221999507862","",
"Faroe Islands","FRO","Individuals using the Internet (% of population)","IT.NET.USER.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","","","","0","2.31878681074062","4.60129756591359","11.3378684807256","22.297538351766","32.916392363397","43.2469835228993","53.2992218313613","58.9126409695337","66.5335994677312","67.9026317413939","69.359445124439","75.98","75.57","75.18","75.2","80.7321728","85.3351892392109","90","93.3","94.2","95.1086816720257","",
"Micronesia, Fed. Sts.","FSM","Individuals using the Internet (% of population)","IT.NET.USER.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","","","","","0.278037794604213","0.5706768449723","1.8587187851414","2.79759406910057","3.73486213690137","4.66052719883673","5.57009970478472","9.23250210039423","11.0178673081514","11.8813690993008","12.7503392500979","13.6211327333981","14.49","15.35","20","22.8","25.9744230029883","27.8","29.65","31.501081275309","33.352162552269","",
"Gabon","GAB","Individuals using the Internet (% of population)","IT.NET.USER.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","","","","","0","0.0479990086022951","0.170124880168288","0.249009564457371","1.21614061828589","1.34762022159633","1.93953010616212","2.65958659385985","2.97906980035019","4.89326474972412","5.48920080280135","5.76700457562583","7.5","9.5","13","18","24","30.53803344","38.07120929","45.78453653","48.0522737506185","",
"United Kingdom","GBR","Individuals using the Internet (% of population)","IT.NET.USER.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.0873553192811587","0.17423092249367","0.260615159497346","0.519762000979751","1.03660916572589","1.89516828396595","4.12365033568833","7.38539895659563","13.6699830956989","21.2936382666372","26.8217543508578","33.4810948744147","56.48","64.82","65.61","70","68.82","75.09","78.39","83.56","85","85.3799985496322","87.4799984242111","89.8441","91.61","92.0003","94.7758006318882","",
"Georgia","GEO","Individuals using the Internet (% of population)","IT.NET.USER.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","","","","0.0118368853524659","0.0400654188158425","0.0609303330695727","0.102830956807091","0.41634356671125","0.484746298540492","0.992344436138154","1.58787562980332","2.55881648068489","3.88622135350273","6.07945762869794","7.52687684487832","8.26","10.01","20.07","26.9","31.52","36.94","43.3","44","47.5697596438736","58.0061615743028","",
"Ghana","GHA","Individuals using the Internet (% of population)","IT.NET.USER.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","","","","0.000347917574151673","0.00564876296892429","0.0275375417930387","0.0322404432072234","0.104895466160959","0.153615297625799","0.200008060324831","0.830284033818739","1.19305791098328","1.71679770389504","1.83119746104616","2.72317597313987","3.85","4.27","5.44","7.8","9","10.6","15","25.51773743","31.44785241","34.66600065","",
"Gibraltar","GIB","Individuals using the Internet (% of population)","IT.NET.USER.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","","","","","","2.66290726817043","4.18379432871177","5.93697829716194","19.1316381248919","21.171109436031","23.670239745714","28.3257797920554","32.8860826098395","39.0701308849385","45.29864751181","51.61","58","65.07","65","65","65.017","","","","94.4444715818151","",
"Guinea","GIN","Individuals using the Internet (% of population)","IT.NET.USER.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","","","0.000138318459718829","0.000668589440753014","0.00194894188047425","0.00380310850877073","0.00620336850353784","0.0608089191603796","0.0954249236063846","0.175541868491054","0.402022748744397","0.450960370842751","0.508819332302937","0.542254180996637","0.637492122987955","0.780025279059244","0.92","0.94","1","2","3.1","4.5","6.4","8.2","9.8","",
"Gambia, The","GMB","Individuals using the Internet (% of population)","IT.NET.USER.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","","","","0.0092175413498905","0.0355073602319341","0.0513113469912736","0.206094460510653","0.715827014834322","0.921794919066406","1.33679116648397","1.79677988296495","2.436781193062","3.30800347812937","3.79900113882231","5.23769115841218","6.20503741852418","6.88","7.63","9.2","10.8703","12.4492287209242","14","15.56","16.5","18.5","",
"Guinea-Bissau","GNB","Individuals using the Internet (% of population)","IT.NET.USER.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","","","","","","0.0163890632503118","0.02406042052803","0.117702448210923","0.230103170591588","0.299569144677667","1.02299323436117","1.35419747762901","1.80814220342991","1.90136531610877","2.0571967045036","2.20630223745003","2.35488871087933","2.30328059172582","2.45","2.672","2.89399062085531","3.1","3.32","3.540706917021","3.761413832337","",
"Equatorial Guinea","GNQ","Individuals using the Internet (% of population)","IT.NET.USER.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","","","","","","0.0414622921184329","0.0944237738972509","0.0974159446521569","0.132354665123789","0.16526042288306","0.321197997152044","0.520524272046806","0.843930284607049","1.14978967061811","1.27919359635686","1.55712305943539","1.82","2.13","6","11.5","13.9431821913076","16.4","18.86","21.319999985207","23.779999971074","",
"Greece","GRC","Individuals using the Internet (% of population)","IT.NET.USER.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0.0487888033209172","0.0482916024670055","0.191062242060003","0.3781743124531","0.749616477469714","1.39536077890155","1.84963468790097","3.2218217855723","6.87729214416088","9.13883730776798","10.9350258080278","14.67","17.8","21.42","24","32.25","35.88","38.2","42.4","44.4","51.6499951676815","55.0699934418411","59.8663","63.21","66.835","69.0879154723892","",
"Grenada","GRD","Individuals using the Internet (% of population)","IT.NET.USER.ZS","0","","","","","0","","","","","0","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.29803298231671","0.990883868410622","1.48485448426054","2.47316614730178","4.06390799146313","5.12810398216998","14.7588405454867","18.6451821830564","19.5706205843787","20.4878048780488","21.3959911692909","22.29","23.18","24.05","27","30","32","35","51.6","53.81","55.8564078225865","",
"Greenland","GRL","Individuals using the Internet (% of population)","IT.NET.USER.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","","","0.0647121209397638","0.0539403419817682","1.79671919075768","7.95450468228625","14.6544471691696","21.6026133057246","31.7478112321162","35.4641368915684","44.154789028418","54.5342598293605","56.0990147610533","57.7034045008656","59.361687268664","61.07","62.82","62.83","63","64","64.8960100995989","65.8","66.7","67.600443481006","68.500873675421","",
"Guatemala","GTM","Individuals using the Internet (% of population)","IT.NET.USER.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","","","","0.00299800542698942","0.0195348708188295","0.0954760214836324","0.466590444451661","0.592652945261753","0.712332904508925","1.7382017815873","3.39174627024502","4.54885490848324","5.1","5.7","6.5","7.3","8.3","9.3","10.5","12.3","16","19.7","23.4","28.8059415553524","34.5093260915602","",
"Guam","GUM","Individuals using the Internet (% of population)","IT.NET.USER.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","","","0.348453910001324","0.659530908641229","1.35610688834494","2.34457164676014","4.50128418990124","8.49717632294499","16.1131270423389","25.3802275337398","31.1922942556271","33.7166817880876","36.1617878387908","38.559877557558","43.8514430048178","46.1504736192355","48.4187021509296","50.6420283820435","54.04","57.7","61.5341593079002","65.4","69.27","73.139999947043","77.009999893206","",
"Guyana","GUY","Individuals using the Internet (% of population)","IT.NET.USER.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","","","","","0.0658541146967945","0.131828032967554","0.26408811035714","3.96635473490207","6.61149156572021","13.2069864958563","","","","","","13.8","18.2","23.9","29.9","30","30.5","31","32","34","35.66","",
"High income","HIC","Individuals using the Internet (% of population)","IT.NET.USER.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.252175628259111","0.459790075441361","0.691699401506404","0.962764202051033","1.92041861010823","3.52168624916739","6.41551153470925","10.127618690309","15.2248374897225","22.0653246707583","29.6833624009393","35.6395639540081","43.7803999044692","48.3689973181154","53.5093030474706","57.1504336937325","59.8799671052764","65.258601738452","67.3789809706101","68.7891963920376","71.1909331902448","71.9373797738609","74.697610826222","76.1605521444019","77.9236447623029","79.5458975044658","81.66013508361","",
"Hong Kong SAR, China","HKG","Individuals using the Internet (% of population)","IT.NET.USER.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0.120955444334145","0.849527883374094","1.33456803119019","2.78419826636163","3.21863564288143","4.74883867150288","10.5187570475672","14.5459795803324","21.2306819749994","27.8277606812581","38.6714032309569","43.0823830278909","52.2000433497404","56.3998803935333","56.9","60.8","64.8","66.7","69.4","72","72.2","72.9","74.2","79.8662704309064","84.9483529634062","87.477846264841","",
"Honduras","HND","Individuals using the Internet (% of population)","IT.NET.USER.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","","","","0.0367752523847096","0.0437112456096425","0.170996468238945","0.301247213672473","0.573575476141391","1.20385599891878","1.41528193123711","2.5974025974026","4.8","5.6","6.5","7.8","9.4","9.6","9.8","11.09","15.9","18.12","17.8","19.08","27.6198138137825","30","",
"Heavily indebted poor countries (HIPC)","HPC","Individuals using the Internet (% of population)","IT.NET.USER.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","","","","","0.00879819753425979","0.0240838941825045","0.0441336488102808","0.10762742735336","0.17508766032801","0.258656619322782","0.3934812505469","0.605572919872344","0.916828945822511","1.21089982969757","1.55453596180832","2.32795334144462","2.51240279235299","3.1269123052199","4.72307740483261","5.33755307002306","6.60065137752576","8.06014380867541","10.3839468027951","13.3527987717502","15.5688414396669","",
"Croatia","HRV","Individuals using the Internet (% of population)","IT.NET.USER.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","","0.097213389005641","0.268318996512712","0.51402858984181","0.85898236788368","1.72960931152469","3.27322027921442","4.40535911936871","6.64488254374396","11.5585731811648","17.76","22.75","30.91","33.14","37.98","41.44","44.24","50.58","56.55","57.7899789891444","61.9399731527956","66.7476","68.57","69.8031","72.6973060458944","",
"Haiti","HTI","Individuals using the Internet (% of population)","IT.NET.USER.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","","","","","0.00748425313141151","","0.0239994768114055","0.0706584781341451","0.231270714628821","0.340832326173809","0.893432988337908","1.64735834557778","5.401261907622","6.37620163504938","6.79600048052951","7.2","7.6","8.1","8.37","9","9.8","10.6","11.4","12.1977","12.2326016070408","",
"Hungary","HUN","Individuals using the Internet (% of population)","IT.NET.USER.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0.00338263017472348","0.0483534209561792","0.193414394595538","0.483580975150708","0.677486054433488","0.969239535629585","1.94244987216737","3.89464327842503","5.85784074913192","6.99967635062916","14.5285543028277","16.67","21.63","27.74","38.97","47.06","53.3","61","62","65","68.0199878861296","70.579998153838","72.6439","75.6531974544103","72.8347","79.2594013161699","",
"IBRD only","IBD","Individuals using the Internet (% of population)","IT.NET.USER.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","","0.00814780417431051","0.0191468778677224","0.0514377696057124","0.11034245609273","0.218467574984302","0.493809892509804","0.967901238978706","1.86914368898885","2.68805491099979","4.49539316579631","5.77240138936204","7.38616117245846","8.68712877714234","10.5235223928573","13.7357683008001","16.9458663007153","20.2859659210645","24.815063757457","28.307863697014","32.0890596498578","35.1522111411494","38.7820493157566","42.7157178829535","45.8760027275011","",
"IDA & IBRD total","IBT","Individuals using the Internet (% of population)","IT.NET.USER.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","","","0.0185919682556905","0.0462662202099972","0.0934527678447171","0.179859472513973","0.403092947502647","0.782858622459409","1.5627241601518","2.19377544399315","3.67495149831107","4.78787546766645","6.13147762796929","7.24815587112638","8.8660946209842","11.4500810774953","14.0822424664881","16.811949296068","20.5457673879138","23.3819446228986","26.5625636349321","29.2427872364483","32.6384319280202","36.2890572471954","39.1761902297296","",
"IDA total","IDA","Individuals using the Internet (% of population)","IT.NET.USER.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","","","","","0.00592574040664301","0.0182678699375215","0.0356415587723594","0.0788006432214439","0.167952021164095","0.383673578949683","0.708876538762125","1.26788795971894","1.69178768741701","2.2036663745864","2.91943819697289","3.6891157465555","4.23217602837945","5.01351051890469","6.4653122091575","7.48119270396851","8.9702301069999","10.7837852635839","13.7030008564781","16.7379638876401","19.0625292791361","",
"IDA blend","IDB","Individuals using the Internet (% of population)","IT.NET.USER.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","","","","","0.00713496112361431","0.0255556616345474","0.0451599426644196","0.0835712104711758","","0.724107001564676","1.42134921549997","2.74140375301459","3.54407843271115","4.51130765863365","5.5932564361963","6.36768621662763","7.12224823058269","8.11476102345135","9.57249282286922","11.2440420221977","13.2052137297158","15.447442980488","17.8048892839054","21.118830473898","23.063194607018","",
"Indonesia","IDN","Individuals using the Internet (% of population)","IT.NET.USER.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","","","0.00105974438244869","0.0261094771945335","0.0566239887373857","0.194910263619177","0.255306646259756","0.444415935985143","0.925563864466858","2.01861385948459","2.13413573295808","2.38701977959476","2.60028587633414","3.60202476259646","4.76481313366657","5.78627472934199","7.91747938492903","6.92","10.92","12.28","14.52","14.94","17.14","21.9760677113476","25.3663005863964","",
"IDA only","IDX","Individuals using the Internet (% of population)","IT.NET.USER.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","","","","","","0.0140262697065004","0.0302805934009868","0.0763260016259304","0.141231808927455","0.212667853049534","0.350615388472958","0.531666672022236","0.768117271448353","1.04694872900827","1.5102717870918","2.35332626636019","2.73420144148756","3.4057747840151","4.89379205947111","5.6016843745397","6.85260046174176","8.47568160486806","11.6710882221869","14.566467255444","17.0787938247833","",
"Isle of Man","IMN","Individuals using the Internet (% of population)","IT.NET.USER.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"India","IND","Individuals using the Internet (% of population)","IT.NET.USER.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","0.00011130772730678","0.00021817567673486","0.0010695623867526","0.0262288788137051","0.0463339767355146","0.0707678487089183","0.13902732879964","0.27322427673499","0.527532449930946","0.660146377009928","1.53787558175083","1.68648997063625","1.97613649190559","2.38807499995774","2.80549986534254","3.95","4.38","5.12","7.5","10.07","12.5800609138955","15.1","21","26","29.5471628858754","",
"Not classified","INX","Individuals using the Internet (% of population)","IT.NET.USER.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Ireland","IRL","Individuals using the Internet (% of population)","IT.NET.USER.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0.0567960442691087","0.169686377153426","0.281141005146567","0.558377221782965","1.10838632805464","2.19930183163355","4.08825507004952","8.09601004337033","10.9338085895467","17.8504672405807","23.1388121904053","25.85","34.31","36.99","41.61","54.82","61.158324551","65.34","67.38","69.85","74.8899729670944","76.919992540097","78.2477","83.4917223351728","83.4947916666667","85.0111321151019","",
"Iran, Islamic Rep.","IRN","Individuals using the Internet (% of population)","IT.NET.USER.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","","","0.000408331951401899","0.00417975237282131","0.015826080240759","0.0467560941386576","0.0998152205281395","0.378569094530717","0.934190019959829","1.48422133163363","4.62617511492205","6.93372195304053","7.49","8.1","8.76","9.47","12.02","13.8","15.9","19","22.73","29.95","39.35","45.3349758846986","53.2267726333568","",
"Iraq","IRQ","Individuals using the Internet (% of population)","IT.NET.USER.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","","","","","","","","","","0.1","0.5","0.6","0.9","0.9","0.95234424383919","0.93","1","1.06","2.5","5","7.1","9.2","13.21","17.22","21.23","",
"Iceland","ISL","Individuals using the Internet (% of population)","IT.NET.USER.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0.50512900217594","1.53916008034416","2.6678252650675","6.79481178371359","11.2158756981883","14.8064793153484","27.4788687499313","36.2642065028975","41.2945667122702","44.470533824288","49.3929953676426","79.12","83.14","83.88","87","89.51","90.6","91","93","93.39","94.8196868008949","96.2097995545657","96.5468","98.16","98.2","98.2400162999185","",
